madsrdf,"http://www.loc.gov/mads/rdf/v1#"
bflc,"http://id.loc.gov/ontologies/bflc/"
foaf,"http://xmlns.com/foaf/0.1/"
rdf,"http://www.w3.org/1999/02/22-rdf-syntax-ns#"
dbo,"http://dbpedia.org/ontology/"
rdfs,"http://www.w3.org/2000/01/rdf-schema#"
yago,"http://yago-knowledge.org/resource/"
dc,"http://purl.org/dc/elements/1.1/"
dbp,"http://dbpedia.org/property/"
owl,"http://www.w3.org/2002/07/owl#"
ex,"http://example.org/"
gr,"http://purl.org/goodrelations/v1#"
skos,"http://www.w3.org/2004/02/skos/core#"
spacerel,"http://data.ordnancesurvey.co.uk/ontology/spatialrelations/"
geo,"http://www.opengis.net/ont/geosparql#"
xsd,"http://www.w3.org/2001/XMLSchema#"
dcat,"http://www.w3.org/ns/dcat#"
org,"http://www.w3.org/ns/org#"
dct,"http://purl.org/dc/terms/"
qb,"http://purl.org/linked-data/cube#"
dcterms,"http://purl.org/dc/terms/"
prov,"http://www.w3.org/ns/prov#"
sioc,"http://rdfs.org/sioc/ns#"
xtypes,"http://purl.org/xtypes/"
dbpedia,"http://dbpedia.org/resource/"
void,"http://rdfs.org/ns/void#"
ont,"http://purl.org/net/ns/ontology-annot#"
schema,"http://schema.org/"
onto,"http://www.ontotext.com/"
sio,"http://semanticscience.org/resource/"
bf,"http://id.loc.gov/ontologies/bibframe/"
search,"http://sindice.com/vocab/search#"
obo,"http://purl.obolibrary.org/obo/"
dcterm,"http://purl.org/dc/terms/"
sd,"http://www.w3.org/ns/sparql-service-description#"
frbr,"http://purl.org/vocab/frbr/core#"
stat,"http://www.w3.org/ns/posix/stat#"
vcard,"http://www.w3.org/2006/vcard/ns#"
commerce,"http://search.yahoo.com/searchmonkey/commerce/"
bibo,"http://purl.org/ontology/bibo/"
dbr,"http://dbpedia.org/resource/"
rss,"http://purl.org/rss/1.0/"
gldp,"http://www.w3.org/ns/people#"
pto,"http://www.productontology.org/id/"
geonames,"http://www.geonames.org/ontology#"
fb,"http://rdf.freebase.com/ns/"
event,"http://purl.org/NET/c4dm/event.owl#"
oo,"http://purl.org/openorg/"
wd,"http://www.wikidata.org/entity/"
content,"http://purl.org/rss/1.0/modules/content/"
dcmit,"http://purl.org/dc/dcmitype/"
cc,"http://creativecommons.org/ns#"
gen,"http://purl.org/gen/0.1#"
doap,"http://usefulinc.com/ns/doap#"
vann,"http://purl.org/vocab/vann/"
http,"http://www.w3.org/2011/http#"
dbpprop,"http://dbpedia.org/property/"
rr,"http://www.w3.org/ns/r2rml#"
swrc,"http://swrc.ontoware.org/ontology#"
drugbank,"http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/"
md,"http://www.w3.org/ns/md#"
nie,"http://www.semanticdesktop.org/ontologies/2007/01/19/nie#"
sc,"http://purl.org/science/owl/sciencecommons/"
prog,"http://purl.org/prog/"
wot,"http://xmlns.com/wot/0.1/"
ma,"http://www.w3.org/ns/ma-ont#"
akt,"http://www.aktors.org/ontology/portal#"
fn,"http://www.w3.org/2005/xpath-functions#"
cv,"http://rdfs.org/resume-rdf/"
aiiso,"http://purl.org/vocab/aiiso/schema#"
tl,"http://purl.org/NET/c4dm/timeline.owl#"
swc,"http://data.semanticweb.org/ns/swc/ontology#"
as,"https://www.w3.org/ns/activitystreams#"
ov,"http://open.vocab.org/terms/"
crm,"http://www.cidoc-crm.org/cidoc-crm/"
ical,"http://www.w3.org/2002/12/cal/ical#"
daia,"http://purl.org/ontology/daia/"
rel,"http://purl.org/vocab/relationship/"
xhtml,"http://www.w3.org/1999/xhtml#"
earl,"http://www.w3.org/ns/earl#"
vs,"http://www.w3.org/2003/06/sw-vocab-status/ns#"
bio,"http://purl.org/vocab/bio/0.1/"
rdfg,"http://www.w3.org/2004/03/trix/rdfg-1/"
leaks,"https://cuzin.com/"
marcrel,"http://id.loc.gov/vocabulary/relators/"
mo,"http://purl.org/ontology/mo/"
dv,"http://rdf.data-vocabulary.org/#"
cs,"http://purl.org/vocab/changeset/schema#"
xhv,"http://www.w3.org/1999/xhtml/vocab#"
co,"http://purl.org/ontology/co/core#"
ad,"http://schemas.talis.com/2005/address/schema#"
dc11,"http://purl.org/dc/elements/1.1/"
prop,"http://dbpedia.org/property/"
og,"http://opengraphprotocol.org/schema/"
afn,"http://jena.apache.org/ARQ/function#"
bill,"http://www.rdfabout.com/rdf/schema/usbill/"
factbook,"http://wifo5-04.informatik.uni-mannheim.de/factbook/ns#"
air,"http://dig.csail.mit.edu/TAMI/2007/amord/air#"
dbowl,"http://ontology.cybershare.utep.edu/dbowl/relational-to-ontology-mapping-primitive.owl#"
test2,"http://this.invalid/test2#"
musim,"http://purl.org/ontology/similarity/"
unit,"http://qudt.org/vocab/unit/"
log,"http://www.w3.org/2000/10/swap/log#"
xs,"http://www.w3.org/2001/XMLSchema#"
book,"http://purl.org/NET/book/vocab#"
mu,"http://mu.semte.ch/vocabularies/core/"
ir,"http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#"
media,"http://search.yahoo.com/searchmonkey/media/"
dcq,"http://purl.org/dc/qualifiers/1.0/"
d2rq,"http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#"
xfn,"http://gmpg.org/xfn/11#"
cal,"http://www.w3.org/2002/12/cal/ical#"
biblio,"http://purl.org/net/biblio#"
xf,"http://www.w3.org/2002/xforms/"
reco,"http://purl.org/reco#"
cld,"http://purl.org/cld/terms/"
ome,"http://purl.org/ontomedia/core/expression#"
tag,"http://www.holygoat.co.uk/owl/redwood/0.1/tags/"
botany,"http://purl.org/NET/biol/botany#"
dir,"http://schemas.talis.com/2005/dir/schema#"
ctag,"http://commontag.org/ns#"
sism,"http://purl.oclc.org/NET/sism/0.1/"
days,"http://ontologi.es/days#"
admin,"http://webns.net/mvcb/"
rif,"http://www.w3.org/2007/rif#"
xmp,"http://ns.adobe.com/xap/1.0/"
af,"http://purl.org/ontology/af/"
tzont,"http://www.w3.org/2006/timezone#"
dcam,"http://purl.org/dc/dcam/"
osag,"http://www.ordnancesurvey.co.uk/ontology/AdministrativeGeography/v2.0/AdministrativeGeography.rdf#"
rev,"http://purl.org/stuff/rev#"
qudt,"http://qudt.org/schema/qudt/"
sr,"http://www.openrdf.org/config/repository/sail#"
cmp,"http://www.ontologydesignpatterns.org/cp/owl/componency.owl#"
time,"http://www.w3.org/2006/time#"
pc,"http://purl.org/procurement/public-contracts#"
math,"http://www.w3.org/2000/10/swap/math#"
myspace,"http://purl.org/ontology/myspace#"
ok,"http://okkam.org/terms#"
memo,"http://ontologies.smile.deri.ie/2009/02/27/memo#"
lomvoc,"http://ltsc.ieee.org/rdf/lomv1p0/vocabulary#"
giving,"http://ontologi.es/giving#"
jdbc,"http://d2rq.org/terms/jdbc/"
dcn,"http://www.w3.org/2007/uwa/context/deliverycontext.owl#"
swanq,"http://purl.org/swan/1.2/qualifiers/"
cfp,"http://sw.deri.org/2005/08/conf/cfp.owl#"
sdmx,"http://purl.org/linked-data/sdmx#"
swande,"http://purl.org/swan/1.2/discourse-elements/"
omn,"http://open-multinet.info/ontology/omn#"
owlim,"http://www.ontotext.com/trree/owlim#"
cyc,"http://sw.opencyc.org/concept/"
gn,"http://www.geonames.org/ontology#"
con,"http://www.w3.org/2000/10/swap/pim/contact#"
lyou,"http://purl.org/linkingyou/"
skosxl,"http://www.w3.org/2008/05/skos-xl#"
oa,"http://www.w3.org/ns/oa#"
openlinks,"http://www.openlinksw.com/schemas/virtrdf#"
cdm,"http://publications.europa.eu/ontology/cdm#"
adms,"http://www.w3.org/ns/adms#"
